,库位,,,,,,,分区,仓库,
1204,B-17-03,08:39.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1206,E-01-16,08:39.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1213,D-11-01,20:59.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1215,C-17-01,22:05.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1238,B-02-08,25:46.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1240,C-12-15,47:31.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1247,F-01-13,26:22.7,NULL,NULL,20,NULL,NULL,F区,展鹿主仓库,1247
1249,D-02-06,26:22.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1254,B-17-02,NULL,,,17,,,NULL,NULL,0
1256,D-04-02,49:51.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1263,F-01-19,30:11.0,NULL,NULL,20,NULL,NULL,F区,展鹿主仓库,1263
1272,M-01-03,34:02.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1274,M-01-05,34:02.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1279,M-01-10,34:02.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1281,M-01-12,34:02.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1288,M-02-07,34:02.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1290,B-16-08,46:13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1297,Y-14-05,41:18.0,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1297
1299,Y-14-07,41:18.0,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1299
1304,X-09-04,41:18.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1304
1306,X-09-05,41:18.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1306
1313,Y-01-06,05:54.8,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1313
1315,Y-01-08,05:54.9,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1315
1322,W-01-05,08:58.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1322
1324,W-01-07,08:58.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1324
1329,W-01-12,08:58.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1329
1331,W-01-14,08:58.4,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1331
1338,Y-08-05,22:42.8,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1338
1340,Y-08-07,22:42.8,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1340
1347,Y-12-01,13:13.8,,,30,,,Y区,展鹿主仓库,1347
1349,Y-12-03,13:13.8,,,30,,,Y区,展鹿主仓库,1349
1354,Y-09-02,13:13.9,,,30,,,Y区,展鹿主仓库,1354
1356,Y-02-01,51:10.4,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1356
1363,Y-02-08,51:10.5,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1363
1365,Y-05-02,51:10.5,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1365
1372,w-05-18,51:37.5,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1372
1374,w-04-11,51:37.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1374
1379,Y-04-04,56:38.2,,,30,,,Y区,展鹿主仓库,1379
1381,Y-04-06,56:38.2,,,30,,,Y区,展鹿主仓库,1381
1388,w-01-18,05:29.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1388
1390,w-02-05,05:29.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1390
1397,w-03-20,05:29.4,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
1399,w-03-17,05:29.4,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1399
1404,Y-05-07,10:58.3,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1404
1406,Y-06-07,26:44.6,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1406
1408,Y-09-01,26:44.6,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1408
1413,w-02-15,37:03.1,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1413
1415,w-03-16,37:03.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1415
1422,Y-13-02,48:28.9,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1422
1424,Y-13-04,48:29.0,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1424
1429,X-12-01,48:29.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1429
1431,X-12-03,48:29.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1431
1433,X-12-05,48:29.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1433
1438,W-04-17,59:06.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1438
1440,W-04-10,59:06.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1440
1447,w-05-01,59:49.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1447
1449,w-05-05,59:49.1,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1449
1454,w-06-14,59:49.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1454
1456,X-15-04,02:16.5,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1456
1458,X-15-07,02:16.5,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1458
1463,X-11-04,02:16.6,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1463
1465,Y-03-01,14:12.9,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1465
1472,X-16-08,15:41.8,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,0
1474,X-10-02,15:41.8,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1474
1481,X-14-07,15:41.9,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1481
1483,X-14-05,15:42.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1483
1488,Y-11-06,24:18.5,,,30,,,Y区,展鹿主仓库,1488
1490,Y-11-07,24:18.6,,,30,,,Y区,展鹿主仓库,1490
1497,W-07-02,25:05.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1497
1499,W-07-04,25:05.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1499
1506,Y-07-02,28:03.4,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1506
1508,Y-07-04,28:03.5,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1508
1513,W-07-14,40:43.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1513
1515,W-07-12,40:43.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1515
1522,Y-10-08,40:53.2,,,30,,,Y区,展鹿主仓库,1522
1524,x-16-02,40:53.3,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1524
1531,Y-07-08,47:05.4,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1531
1533,Y-10-02,47:05.5,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1533
1538,w-05-06,59:18.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1538
1540,w-05-11,59:18.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1540
1547,w-07-07,59:19.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1547
1549,w-07-11,59:19.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1549
1556,X-04-01,59:28.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1556
1558,X-04-03,59:28.2,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1558
1563,X-08-07,59:28.2,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1563
1565,X-08-05,59:28.2,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1565
1572,W-09-04,01:19.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1572
1574,W-10-01,01:20.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1574
1581,W-03-11,08:20.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1581
1583,W-04-03,08:20.1,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1583
1588,W-05-02,08:20.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1588
1590,X-03-02,13:58.9,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1590
1597,X-05-01,13:59.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1597
1599,X-05-03,13:59.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1599
1606,X-06-08,13:59.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,0
1608,X-06-03,13:59.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1608
1613,X-06-04,17:33.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1613
1615,Z-01-02,17:33.1,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1615
1622,Z-02-04,17:33.2,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,0
1624,Z-02-06,17:33.2,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,0
1631,Z-03-06,17:33.3,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,0
1633,Z-04-03,17:33.3,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1633
1638,w-02-02,33:17.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1638
1640,w-02-04,33:17.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1640
1647,W-03-14,29:07.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1647
1649,W-04-13,29:07.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1649
1656,W-08-13,29:19.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1656
1658,W-09-09,29:19.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1658
1663,W-10-12,29:19.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1663
1665,W-10-08,29:20.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1665
1667,W-12-14,29:20.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1667
1672,x-13-02,35:28.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1672
1674,x-13-04,35:28.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1674
1681,x-01-06,35:28.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1681
1683,x-01-04,35:28.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1683
1688,w-15-05,35:28.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1688
1690,w-15-07,35:28.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1690
1692,X-08-03,38:32.8,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1692
1697,W-10-02,38:32.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1697
1699,W-10-06,38:32.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1699
1706,W-13-04,38:33.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1706
1708,W-08-08,49:58.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1708
1715,W-10-09,49:58.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1715
1717,W-12-04,49:58.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1717
1722,w-09-02,50:48.5,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1722
1724,w-09-05,50:48.5,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1724
1731,w-12-10,50:48.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1731
1733,w-13-09,50:48.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1733
1740,Z-05-06,52:27.8,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1740
1742,Z-06-05,52:27.8,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1742
1747,Z-07-05,52:27.9,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1747
1749,Z-07-07,52:27.9,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1749
1756,W-14-05,52:28.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1756
1758,W-06-09,08:16.5,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1758
1765,W-07-17,08:16.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1765
1767,W-08-01,08:16.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1767
1772,W-12-19,26:35.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1772
1774,W-13-01,26:35.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1774
1781,W-15-19,26:35.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1781
1783,W-15-15,26:35.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1783
1790,X-01-02,37:14.4,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1790
1792,W-14-06,37:14.4,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1792
1797,W-15-17,39:19.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1797
1799,V-02-03,39:19.7,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1799
1806,V-03-05,39:20.0,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1808,W-14-03,14:01.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1808
1815,W-15-08,14:01.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1815
1817,W-16-10,14:01.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1817
1822,W-13-11,34:39.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1822
1824,Z-06-01,34:39.9,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1824
1831,W-12-11,37:26.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1831
1833,W-14-02,37:26.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1833
1840,W-09-10,50:53.4,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1840
1842,W-11-01,50:53.5,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1842
1847,W-13-06,50:53.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1847
1849,W-14-08,50:53.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1849
1856,U-17-03,26:05.3,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1858,U-17-05,26:05.3,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1865,U-04-04,37:53.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1865
1867,U-04-08,37:53.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1872,U-08-04,37:53.8,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1872
1874,U-11-01,37:53.8,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1874
1881,U-10-05,51:31.5,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1881
1883,U-10-07,51:31.5,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1883
1890,U-14-07,51:31.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1892,U-15-07,51:31.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1892
1897,U-09-07,51:36.8,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1897
1899,U-13-02,51:36.9,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1901,U-13-04,51:36.9,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1906,U-16-03,51:37.0,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1908,U-16-05,51:37.1,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1915,U-15-06,07:59.5,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1917,V-18-01,07:59.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1922,U-02-02,11:38.3,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1922
1924,U-01-01,11:38.3,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1924
1926,U-12-01,11:38.3,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1926
1931,U-12-06,11:38.5,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1933,V-01-02,24:02.2,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1933
1940,V-03-04,24:02.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1942,V-04-02,24:02.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1949,V-06-01,24:02.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1949
1951,V-06-03,24:02.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1951
1956,v-07-03,27:06.2,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1956
1958,v-07-05,27:06.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1958
1965,v-07-12,27:06.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1965
1967,v-06-17,27:06.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1974,v-07-13,27:06.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1974
1976,V-02-07,35:13.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1981,V-04-05,35:13.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1983,V-04-07,35:13.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1990,V-06-05,35:13.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1990
1992,V-06-07,35:13.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1992
1999,W-15-12,46:45.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1999
2001,W-16-17,46:45.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,2001
2006,u-02-05,55:34.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2006
2008,v-05-11,55:34.8,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2015,V-18-03,58:02.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2015
2017,W-16-19,04:57.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,2017
2024,V-08-03,04:57.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2024
2026,V-08-05,04:58.0,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2026
2031,V-08-10,04:58.0,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2031
2033,V-08-12,04:58.0,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2033
2040,v-18-02,22:39.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2042,v-18--6,22:39.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2049,U-05-06,24:54.9,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2049
2051,V-07-17,18:21.2,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2051
2056,T-02-03,18:21.3,,,23,,,T区,展鹿赠品物料仓库,2056
2058,T-04-05,18:21.4,,,23,,,T区,展鹿赠品物料仓库,2058
2065,Z-09-05,NULL,,,27,,,Z区,展鹿主仓库,0
2067,Z-09-07,NULL,,,27,,,Z区,展鹿主仓库,0
2074,Z-10-07,NULL,,,27,,,Z区,展鹿主仓库,0
2076,W-16-12,NULL,,,28,,,W区,展鹿主仓库,2076
2081,W-16-03,NULL,,,28,,,W区,展鹿主仓库,2081
2083,U-03-03,10:10.5,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2083
2090,Y-16-01,26:43.4,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,2090
2092,Y-16-03,38:55.7,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,2092
2099,Z-05-02,NULL,,,27,,,Z区,展鹿主仓库,2099
2101,U-07-03,07:20.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2101
2106,Y-04-08,19:09.8,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,2106
2108,U-02-03,32:45.4,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2108
2115,V-04-09,32:36.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2117,U-18-01,56:12.0,,,31,,,U区,展鹿主仓库,2117
2124,V-14-01,09:25.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2124
2126,V-09-02,17:59.1,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2126
2131,V-09-01,35:06.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2131
2133,V-10-04,37:13.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2135,V-10-02,43:05.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2140,F-01-79,25:38.9,NULL,NULL,20,NULL,NULL,F区,展鹿主仓库,0
2142,F-02-05,NULL,,,20,,,F区,展鹿主仓库,2142
2149,Y-04-09,NULL,,,30,,,Y区,展鹿主仓库,2149
2151,X-14-08,27:05.9,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,0
2156,V-11-05,18:48.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2158,V-11-04,08:04.6,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2160,Y-08-08,NULL,,,30,,,Y区,展鹿主仓库,2160
2165,Y-15-06,NULL,,,30,,,Y区,展鹿主仓库,2165
2167,Y-15-08,NULL,,,30,,,Y区,展鹿主仓库,2167
2174,Y-16-08,NULL,,,30,,,Y区,展鹿主仓库,2174
2176,Y-17-01,NULL,,,30,,,Y区,展鹿主仓库,2176
2181,Y-17-06,NULL,,,30,,,Y区,展鹿主仓库,2181
2183,Y-17-08,NULL,,,30,,,Y区,展鹿主仓库,2183
2185,Y-11-09,54:24.6,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,2185
2190,Y-18-06,14:09.8,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,0
2192,Y-18-01,14:09.8,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,2192
2199,U-08-08,08:22.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
2201,T-01-07,NULL,,,23,,,T区,展鹿赠品物料仓库,0
2208,T-04-03,NULL,,,23,,,T区,展鹿赠品物料仓库,2208
2210,T-04-07,NULL,,,23,,,T区,展鹿赠品物料仓库,2210
2215,T--02-01,28:52.5,,,23,,,T区,展鹿赠品物料仓库,0
2217,W-08-18,53:02.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,2217
2224,V-09-05,47:28.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2224
2226,W-3-19,44:38.1,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2233,W15-12,59:21.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2242,X3-1,59:21.8,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,0
2249,V3-5,59:21.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2251,U-04-01,NULL,,,31,,,U区,展鹿主仓库,2251
2283,S-04-06,24:48.7,NULL,NULL,26,NULL,NULL,S区,展鹿包场破损仓库,0
2285,W10-16,59:56.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2290,W15-08,18:49.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2292,T-12-03,32:03.8,,,23,,,T区,展鹿赠品物料仓库,2292
2299,T-13-02,32:03.9,,,23,,,T区,展鹿赠品物料仓库,0
2301,T-19-04,30:25.3,,,23,,,T区,展鹿赠品物料仓库,0
2308,T-14-04,27:53.1,,,23,,,T区,展鹿赠品物料仓库,0
2310,T-14-06,27:53.2,,,23,,,T区,展鹿赠品物料仓库,0
2315,T-10-02,NULL,,,23,,,T区,展鹿赠品物料仓库,2315
2317,T-10-04,NULL,,,23,,,T区,展鹿赠品物料仓库,2317
2324,T-11-02,NULL,,,23,,,T区,展鹿赠品物料仓库,2324
2326,T-11-04,NULL,,,23,,,T区,展鹿赠品物料仓库,2326
2333,T-12-01,NULL,,,23,,,T区,展鹿赠品物料仓库,2333
2335,T-13-05,NULL,,,23,,,T区,展鹿赠品物料仓库,0
2340,T-08-05,30:48.7,,,23,,,T区,展鹿赠品物料仓库,2340
2342,T-08-07,30:48.7,,,23,,,T区,展鹿赠品物料仓库,2342
2349,T-09-05,30:48.8,,,23,,,T区,展鹿赠品物料仓库,2349
2351,T-09-08,30:48.8,,,23,,,T区,展鹿赠品物料仓库,2351
2358,T-16-02,50:42.5,,,23,,,T区,展鹿赠品物料仓库,0
2360,T-17-01,31:51.5,,,23,,,T区,展鹿赠品物料仓库,0
2365,T-18-01,58:28.7,,,23,,,T区,展鹿赠品物料仓库,2365
2367,T-18-03,58:28.7,,,23,,,T区,展鹿赠品物料仓库,0
2374,T-08-04,10:44.2,,,23,,,T区,展鹿赠品物料仓库,2374
2376,T-19-03,47:59.3,,,23,,,T区,展鹿赠品物料仓库,0
2383,T19-01,36:40.1,,,23,,,T区,展鹿赠品物料仓库,0
2385,V-09-04,51:13.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2385
2390,u-05-03,34:05.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2390
2392,u-06-04,34:05.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2392
2394,u-05-01,34:05.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2394
2399,u-06-05,34:05.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2399
2401,Z-01-06,49:56.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2408,X-09-04-04,50:48.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2415,U01-03,54:00.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2417,V-15-04,05:30.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2424,S-01-04,NULL,,,26,,,S区,展鹿包场破损仓库,2424
2426,S-02-01,NULL,,,26,,,S区,展鹿包场破损仓库,0
2433,S-03-03,NULL,,,26,,,S区,展鹿包场破损仓库,2433
2435,S-03-05,NULL,,,26,,,S区,展鹿包场破损仓库,2435
2442,Z-01-08,03:29.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2444,W14-12,03:29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2449,S-05-05,NULL,,,26,,,S区,展鹿包场破损仓库,0
2451,S-1-4,43:15.7,,,26,,,S区,展鹿包场破损仓库,0
2458,W-14-6,13:46.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2460,W-13-9,13:46.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2460
2467,T-06-06,31:12.6,,,23,,,T区,展鹿赠品物料仓库,2467
2469,W15-09,56:25.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2474,W-04--07,32:25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2483,W--02-10,03:32.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2485,S-01-07,NULL,,,26,,,S区,展鹿包场破损仓库,0
2494,X-02-08,32:41.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2499,W-12-20,25:53.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2499
